#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2603492	10010	90799	115328	124762	-	-	TANK	CEP95	I-TRAF|ITRAF|TRAF2	CCDC45	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q96GE4	-	NP_612372|NP_001303919	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603493	10010	25904	115328	117411	-	-	TANK	CNOT10	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9H9A5	-	NP_001243670|NP_001243671|NP_056257	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603494	10010	338785	115328	130796	-	-	TANK	KRT79	I-TRAF|ITRAF|TRAF2	K6L|KRT6L	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q5XKE5	-	NP_787028	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603495	10010	5586	115328	111572	-	RP5-905H16.1	TANK	PKN2	I-TRAF|ITRAF|TRAF2	PAK2|PRK2|PRKCL2|PRO2042|Pak-2|STK7	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q16513	-	NP_001307637|NP_001307636|NP_001307638|NP_006247	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603496	10010	506	115328	106994	-	-	TANK	ATP5B	I-TRAF|ITRAF|TRAF2	ATPMB|ATPSB|HEL-S-271	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P06576	V9HW31	NP_001677	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603497	10010	1982	115328	108297	-	OK/SW-cl.75	TANK	EIF4G2	I-TRAF|ITRAF|TRAF2	AAG1|DAP5|NAT1|P97	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P78344	Q2TU89	NP_001409|NP_001166176|NP_001036024	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603498	10010	11080	115328	116263	-	-	TANK	DNAJB4	I-TRAF|ITRAF|TRAF2	DNAJW|DjB4|HLJ1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9UDY4	B4DNN2	NP_001304030|NP_001304031|NP_001304029|NP_001304028|NP_008965	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603499	10010	9894	115328	115223	-	-	TANK	TELO2	I-TRAF|ITRAF|TRAF2	CLK2|TEL2	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9Y4R8	B4DXS2	NP_057195	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603500	10010	90850	115328	124771	-	-	TANK	ZNF598	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q86UK7	-	NP_835461	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603501	10010	2664	115328	108932	-	XX-FW81657B9.1	TANK	GDI1	I-TRAF|ITRAF|TRAF2	1A|GDIL|MRX41|MRX48|OPHN2|RABGD1A|RABGDIA|XAP-4	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P31150	-	NP_001484	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603502	10010	27246	115328	118094	-	-	TANK	RNF115	I-TRAF|ITRAF|TRAF2	BCA2|ZNF364	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9Y4L5	-	NP_055270	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603503	10010	55293	115328	120580	-	-	TANK	UEVLD	I-TRAF|ITRAF|TRAF2	ATTP|UEV3	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q8IX04	B4DWH4|B4DIA9	NP_060784|NP_001284700|NP_001035787|NP_001248314|NP_001248315|NP_001248311|NP_001248312|NP_001248313	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603504	10010	163786	115328	127880	-	-	TANK	SASS6	I-TRAF|ITRAF|TRAF2	SAS-6|SAS6	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q6UVJ0	-	NP_919268	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603505	10010	79026	115328	122494	-	-	TANK	AHNAK	I-TRAF|ITRAF|TRAF2	AHNAKRS	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q09666	Q9BVU3|B4DTV0	NP_001333374|NP_001611|NP_001333375|NP_076965	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603506	10010	3500	115328	109721	-	-	TANK	IGHG1	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603507	10010	3514	115328	109734	-	-	TANK	IGKC	I-TRAF|ITRAF|TRAF2	HCAK1|IGKCD|Km	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603508	10010	9125	115328	114573	-	-	TANK	RQCD1	I-TRAF|ITRAF|TRAF2	CNOT9|CT129|RCD-1|RCD1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q92600	D5MQE1	NP_001258563|NP_001258564|NP_005435	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603509	10010	5983	115328	111915	-	-	TANK	RFC3	I-TRAF|ITRAF|TRAF2	RFC38	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P40938	A0A024RDQ8	NP_002906|NP_853536	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603510	10010	144501	115328	126858	-	-	TANK	KRT80	I-TRAF|ITRAF|TRAF2	KB20	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q6KB66	-	NP_872313|NP_001074961	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603511	10010	79050	115328	122508	-	-	TANK	NOC4L	I-TRAF|ITRAF|TRAF2	NET49|NOC4|UTP19	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9BVI4	-	NP_076983	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603512	10010	55742	115328	120860	-	-	TANK	PARVA	I-TRAF|ITRAF|TRAF2	CH-ILKBP|MXRA2	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9NVD7	J3KNQ4	NP_060692	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603513	10010	27111	115328	118007	-	-	TANK	SDCBP2	I-TRAF|ITRAF|TRAF2	SITAC|SITAC18|ST-2	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9H190	-	NP_001186713|NP_056500|NP_536737	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603514	10010	84284	115328	124011	-	RP4-659I19.2	TANK	NTPCR	I-TRAF|ITRAF|TRAF2	C1orf57|HCR-NTPase	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9BSD7	Q5TDE9	NP_001316382|NP_001316381|NP_115700	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603515	10010	153733	115328	127513	-	-	TANK	CCDC112	I-TRAF|ITRAF|TRAF2	MBC1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q8NEF3	-	NP_689762|NP_001035530	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603516	10010	810	115328	107261	-	-	TANK	CALML3	I-TRAF|ITRAF|TRAF2	CLP	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P27482	-	NP_005176	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603517	10010	84318	115328	124044	-	-	TANK	CCDC77	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9BR77	-	NP_001123619|NP_001123618|NP_001123620|NP_115734	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603518	10010	3866	115328	110064	-	-	TANK	KRT15	I-TRAF|ITRAF|TRAF2	CK15|K15|K1CO	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P19012	B3KVF5	NP_002266	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603519	10010	57534	115328	121593	-	-	TANK	MIB1	I-TRAF|ITRAF|TRAF2	DIP-1|DIP1|LVNC7|MIB|ZZANK2|ZZZ6	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q86YT6	-	NP_065825	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603520	10010	5170	115328	111196	-	-	TANK	PDPK1	I-TRAF|ITRAF|TRAF2	PDK1|PDPK2|PDPK2P|PRO0461	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O15530	E9PER6	NP_002604|NP_001248745|NP_112558	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603521	10010	57162	115328	121418	-	-	TANK	PELI1	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q96FA3	Q53T26	NP_065702	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603522	10010	6318	115328	112224	-	-	TANK	SERPINB4	I-TRAF|ITRAF|TRAF2	LEUPIN|PI11|SCCA-2|SCCA1|SCCA2	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P48594	Q9BYF7	NP_002965|NP_778206	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603523	10010	8636	115328	114189	-	-	TANK	SSNA1	I-TRAF|ITRAF|TRAF2	N14|NA-14|NA14	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O43805	A0A024R8G6	NP_003722	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603524	10010	6793	115328	112669	-	-	TANK	STK10	I-TRAF|ITRAF|TRAF2	LOK|PRO2729	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O94804	-	NP_005981	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603525	10010	7188	115328	113040	-	RP11-318L16.2	TANK	TRAF5	I-TRAF|ITRAF|TRAF2	MGC:39780|RNF84	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O00463	D3DT93	NP_004610|NP_001029082|NP_665702	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603526	10010	55432	115328	120666	-	RP11-164O23.1	TANK	YOD1	I-TRAF|ITRAF|TRAF2	DUBA8|OTUD2|PRO0907	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q5VVQ6	-	NP_061036|NP_001263249	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603527	10010	160	115328	106669	-	-	TANK	AP2A1	I-TRAF|ITRAF|TRAF2	ADTAA|AP2-ALPHA|CLAPA1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O95782	-	NP_570603|NP_055018	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603528	10010	5048	115328	111085	-	-	TANK	PAFAH1B1	I-TRAF|ITRAF|TRAF2	LIS1|LIS2|MDCR|MDS|PAFAH	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P43034	-	NP_000421	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603529	10010	3800	115328	110001	-	-	TANK	KIF5C	I-TRAF|ITRAF|TRAF2	CDCBM2|KINN|NKHC|NKHC-2|NKHC2	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O60282	Q59GB8	NP_004513	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603530	10010	9943	115328	115269	-	-	TANK	OXSR1	I-TRAF|ITRAF|TRAF2	OSR1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	O95747	A0A024R2M7	NP_005100	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603531	10010	65083	115328	122391	-	-	TANK	NOL6	I-TRAF|ITRAF|TRAF2	NRAP|UTP22|bA311H10.1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9H6R4	-	NP_075068|NP_631981	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603532	10010	3306	115328	109538	-	-	TANK	HSPA2	I-TRAF|ITRAF|TRAF2	HSP70-2|HSP70-3	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P54652	A0A024R6B5	NP_068814	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603533	10010	4969	115328	111019	-	-	TANK	OGN	I-TRAF|ITRAF|TRAF2	OG|OIF|SLRR3A	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P20774	Q7Z532|A8K0R3	NP_054776|NP_148935	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603534	10010	990	115328	107426	-	-	TANK	CDC6	I-TRAF|ITRAF|TRAF2	CDC18L|HsCDC18|HsCDC6	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q99741	A0A024R1S2	NP_001245	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603535	10010	6921	115328	112783	-	-	TANK	TCEB1	I-TRAF|ITRAF|TRAF2	SIII|eloC	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q15369	A0A024R7Y5	NP_001191786|NP_001191787|NP_001191793|NP_001191792|NP_001191791|NP_001191790|NP_001191788|NP_001191789|NP_005639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603536	10010	55041	115328	120370	-	-	TANK	PLEKHB2	I-TRAF|ITRAF|TRAF2	EVT2	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q96CS7	A0A024QZ35	NP_001253991|NP_001253996|NP_060428|NP_001296380|NP_001296381|NP_001253992|NP_001253993|NP_001094093|NP_001253994|NP_001253997|NP_001296377|NP_001253995	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603537	10010	9367	115328	114768	-	-	TANK	RAB9A	I-TRAF|ITRAF|TRAF2	RAB9	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P51151	A0A024RBV5	NP_004242|NP_001182257	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603538	10010	55971	115328	121017	-	-	TANK	BAIAP2L1	I-TRAF|ITRAF|TRAF2	IRTKS	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9UHR4	-	NP_061330	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603539	10010	79465	115328	122673	-	RP11-472G23.5	TANK	ULBP3	I-TRAF|ITRAF|TRAF2	RAET1N	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9BZM4	B4DN91	NP_078794	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603540	10010	26086	115328	117539	-	RP13-270L15.1	TANK	GPSM1	I-TRAF|ITRAF|TRAF2	AGS3	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q86YR5	A0A087WVF5	NP_001186932|NP_001139111|NP_056412|NP_001139110	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603541	10010	5203	115328	111225	-	-	TANK	PFDN4	I-TRAF|ITRAF|TRAF2	C1|PFD4	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9NQP4	-	NP_002614	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603542	10010	55813	115328	120923	-	-	TANK	UTP6	I-TRAF|ITRAF|TRAF2	C17orf40|HCA66	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9NYH9	-	NP_060898	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603543	10010	55127	115328	120433	-	RP11-385F5.3	TANK	HEATR1	I-TRAF|ITRAF|TRAF2	BAP28|UTP10	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9H583	A2VDI1|B2RWN5	NP_060542	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603544	10010	54549	115328	120034	-	-	TANK	SDK2	I-TRAF|ITRAF|TRAF2	-	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q58EX2	-	NP_001138424	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603545	10010	152137	115328	127431	-	-	TANK	CCDC50	I-TRAF|ITRAF|TRAF2	C3orf6|DFNA44|YMER	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q8IVM0	-	NP_777568|NP_848018	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603546	10010	55714	115328	120836	-	-	TANK	TENM3	I-TRAF|ITRAF|TRAF2	MCOPCB9|ODZ3|TNM3|Ten-m3	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9P273	-	NP_001073946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603547	10010	154810	115328	127559	-	-	TANK	AMOTL1	I-TRAF|ITRAF|TRAF2	JEAP	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q8IY63	A0A024R3A6	NP_570899|NP_001287936	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603548	10010	7205	115328	113056	-	tcag7.1300	TANK	TRIP6	I-TRAF|ITRAF|TRAF2	OIP-1|OIP1|TRIP-6|TRIP6i2|ZRP-1	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q15654	-	NP_003293	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603549	10010	5557	115328	111547	-	-	TANK	PRIM1	I-TRAF|ITRAF|TRAF2	p49	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P49642	-	NP_000937	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603550	10010	93594	115328	125037	-	-	TANK	TBC1D31	I-TRAF|ITRAF|TRAF2	Gm85|WDR67	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q96DN5	E7ERK7	NP_001138560|NP_663622|NP_001350080|NP_001350081|NP_001317535|NP_001350084|NP_001350085|NP_001350082|NP_001350083|NP_001350079|NP_001350078|NP_001350077	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2603551	10010	57707	115328	121731	-	-	TANK	TLDC1	I-TRAF|ITRAF|TRAF2	KIAA1609	Affinity Capture-MS	physical	Van Quickelberghe E (2018)	PUBMED:30561431	9606	9606	High Throughput	-	-	Virotrap	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q6P9B6	A8K5C2	NP_065998	-	-	-	-	-	-	Homo sapiens	Homo sapiens
